imdb_score,budget,content_rating,director_name,director_facebook_likes,actor_3_facebook_likes,actor_3_name,actor_2_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,cast_total_facebook_likes,genres
6.1,20000000.0,0,1651,394.0,565.0,5400,855.0,5607,922.0,5405,2880,20
6.7,20000000.0,1,242,192.0,31.0,353,41.0,23,346.0,4337,500,19
5.6,22000000.0,1,564,212.0,347.0,3530,794.0,4790,969.0,1648,2799,1
7.2,20000000.0,0,1665,198.0,884.0,4133,1000.0,879,17000.0,151,20258,12
4.3,20000000.0,3,1516,18.0,181.0,1208,220.0,1299,400.0,1653,1151,5
6.4,20000000.0,1,798,1000.0,270.0,5733,563.0,3790,734.0,2174,1778,5
7.1,20000000.0,0,1537,350.0,99.0,4155,378.0,3469,5000.0,2660,5637,13
6.3,20000000.0,0,80,214.0,968.0,3803,12000.0,1163,14000.0,5118,27214,1
7.4,20000000.0,0,1266,11000.0,223.0,4141,474.0,3246,11000.0,5626,11867,5
6.1,20000000.0,1,1705,4.0,677.0,1452,1000.0,1378,2000.0,3825,4843,2
6.6,20000000.0,0,514,53.0,580.0,2718,1000.0,144,14000.0,4099,16926,13
6.0,20000000.0,1,1449,277.0,383.0,2744,2000.0,208,22000.0,1547,24887,5
6.8,20000000.0,0,1266,11000.0,2.0,961,612.0,1834,1000.0,5237,1614,16
7.4,9000000.0,0,87,0.0,548.0,3798,557.0,137,22000.0,1838,24324,5
6.8,20000000.0,0,1382,0.0,725.0,2746,742.0,3404,856.0,1333,3309,10
7.2,21000000.0,1,33,52.0,148.0,1544,1000.0,3068,22000.0,1547,23409,11
1.9,20000000.0,3,404,84.0,177.0,4990,384.0,5079,650.0,179,1343,0
5.5,33000000.0,1,1640,10.0,69.0,830,99.0,3117,688.0,3421,1019,1
4.5,20000000.0,1,1640,10.0,436.0,2460,537.0,3033,716.0,3647,2700,5
6.3,20000000.0,1,1559,54.0,463.0,3845,567.0,201,786.0,2767,2730,5
7.0,20000000.0,2,1211,189.0,388.0,2447,641.0,1899,683.0,4346,2172,5
6.7,20000000.0,0,1046,0.0,175.0,4523,178.0,220,204.0,4011,707,1
2.8,20000000.0,2,1438,3.0,593.0,110,690.0,307,787.0,773,2185,11
5.0,20000000.0,1,1083,9.0,826.0,1279,941.0,109,997.0,1676,3177,13
4.3,12000000.0,1,499,119.0,633.0,1691,816.0,4620,885.0,2009,2907,19
5.6,20000000.0,0,1093,0.0,99.0,1476,749.0,1441,2000.0,3248,2848,14
6.2,22000000.0,1,901,17.0,86.0,3329,429.0,1323,669.0,2315,1267,0
5.3,20000000.0,0,782,29.0,522.0,3947,794.0,4790,1000.0,5840,4218,5
7.4,10000000.0,0,494,608.0,149.0,5467,452.0,191,1000.0,1235,1690,4
7.4,20000000.0,1,1637,38.0,975.0,3371,1000.0,5546,1000.0,1385,5705,6
6.5,15000000.0,0,1456,0.0,691.0,1210,10000.0,5232,13000.0,3296,23755,21
7.1,8700000.0,0,975,0.0,407.0,5504,18000.0,3300,21000.0,2413,39507,13
7.2,20000000.0,3,834,150.0,956.0,4513,1000.0,4957,18000.0,3885,21200,13
2.3,20000000.0,0,1918,892.0,81.0,3567,294.0,3445,310.0,4901,838,7
6.4,20000000.0,3,981,650.0,181.0,297,224.0,4050,690.0,2298,1573,5
6.1,20000000.0,0,1479,143.0,430.0,5418,681.0,5938,829.0,6126,2295,10
7.0,20000000.0,0,964,78.0,745.0,2543,969.0,4366,1000.0,4345,3979,13
6.5,20000000.0,0,425,329.0,544.0,2584,912.0,682,1000.0,5836,3493,13
7.0,20000000.0,1,1868,18.0,9.0,1953,18.0,6175,20.0,4731,64,21
7.0,20000000.0,0,1948,162.0,228.0,336,13000.0,438,23000.0,4913,36398,21
4.9,20000000.0,1,1489,19.0,619.0,3834,13000.0,5764,15000.0,2885,30134,14
6.9,20000000.0,1,1604,0.0,446.0,1293,877.0,1920,975.0,4970,3014,5
7.5,21000000.0,0,1856,0.0,631.0,45,1000.0,5202,22000.0,5040,24732,2
8.4,2400000000.0,1,1936,6000.0,745.0,1012,851.0,4963,893.0,6141,2710,11
6.9,20000000.0,1,1367,22.0,413.0,800,548.0,5569,572.0,5650,1776,2
4.5,20000000.0,3,930,42.0,161.0,4059,174.0,568,801.0,1800,1462,16
7.4,2000000.0,0,80,214.0,430.0,5418,509.0,199,1000.0,6163,2129,9
7.0,20000000.0,3,432,14.0,400.0,4239,769.0,2471,2000.0,2939,3384,13
2.8,20000000.0,0,1760,121.0,587.0,6212,624.0,5711,836.0,2132,2467,5
7.5,20000000.0,0,101,110.0,722.0,4925,876.0,173,23000.0,4913,25088,14
7.1,40000000.0,0,1500,55.0,2.0,5960,10.0,3614,991.0,2612,1003,13
6.4,24000000.0,0,1506,115.0,977.0,2399,1000.0,1729,9000.0,3199,11433,1
6.7,20000000.0,2,1630,12.0,231.0,2507,532.0,2642,979.0,5002,1978,11
5.3,10000000.0,0,602,11000.0,188.0,5574,11000.0,2059,11000.0,4327,22319,13
6.9,2127519898.0,1,648,78.0,101.0,5663,336.0,1793,488.0,2695,991,3
6.2,20000000.0,3,711,25.0,407.0,372,723.0,3460,18000.0,3885,20354,20
6.4,20000000.0,0,1440,58.0,324.0,4618,533.0,4862,699.0,4744,1592,14
5.1,20000000.0,1,1609,14.0,311.0,928,368.0,5375,403.0,2169,1577,12
5.5,22000000.0,0,1581,3.0,442.0,771,506.0,285,14000.0,386,15612,13
5.4,20000000.0,1,701,278.0,181.0,4520,602.0,1071,3000.0,5104,3785,19
6.2,25000000.0,0,1079,10.0,60.0,3846,472.0,958,483.0,4689,1113,13
6.7,20000000.0,0,268,5.0,716.0,3647,867.0,311,18000.0,3885,20472,1
5.8,20000000.0,2,1898,0.0,700.0,3836,857.0,3164,12000.0,1961,15680,11
4.8,20000000.0,3,140,2.0,53.0,878,282.0,3494,729.0,4119,1092,3
7.2,20000000.0,0,364,23.0,897.0,5638,2000.0,781,22000.0,1547,27425,21
5.6,20000000.0,1,1346,160.0,889.0,2881,1000.0,1062,14000.0,2024,17957,1
6.4,27220000.0,0,1594,17.0,897.0,903,991.0,2612,12000.0,3085,16355,13
7.5,19400000.0,1,870,43.0,7.0,3032,594.0,4657,2000.0,2223,2608,13
7.4,20000000.0,0,666,34.0,155.0,4668,471.0,3674,486.0,2661,1601,13
8.0,22000000.0,1,1906,0.0,232.0,2083,839.0,3940,933.0,442,2398,9
5.7,20000000.0,0,305,52.0,384.0,4932,957.0,1179,3000.0,2804,5547,5
6.8,19000000.0,0,1997,17.0,551.0,500,599.0,1783,14000.0,386,15914,13
5.9,20000000.0,3,973,15.0,528.0,5381,852.0,3319,1000.0,1755,3092,2
7.2,15000000.0,0,516,0.0,157.0,3809,422.0,1387,611.0,4072,1212,12
5.5,20000000.0,0,70,17.0,670.0,3477,795.0,2900,1000.0,467,3023,7
8.4,19000000.0,0,355,0.0,413.0,1232,629.0,5464,888.0,3966,2560,7
8.5,19000000.0,3,1182,0.0,459.0,3826,690.0,3844,1000.0,5992,3230,0
5.6,19000000.0,0,89,37.0,545.0,4414,828.0,806,885.0,1959,2872,12
4.1,13000000.0,1,482,0.0,256.0,119,269.0,6147,607.0,696,1465,5
6.1,19000000.0,1,1215,8.0,110.0,750,449.0,2063,544.0,2584,1292,5
5.4,18000000.0,1,1706,189.0,306.0,5835,308.0,5055,500.0,3672,2020,5
7.1,15000000.0,0,17,93.0,521.0,5268,3000.0,887,31000.0,4347,35561,10
3.6,19000000.0,2,497,2.0,402.0,5034,539.0,1048,1000.0,281,2429,11
6.5,20000000.0,0,1461,42.0,219.0,767,894.0,5345,991.0,2612,2609,10
8.6,19000000.0,3,1936,6000.0,7.0,5390,10.0,2530,17.0,3398,44,3
7.0,25000000.0,3,1610,79.0,1000.0,678,12000.0,3465,14000.0,3260,28094,13
7.6,19000000.0,1,1681,33.0,326.0,395,526.0,2932,876.0,173,1985,6
6.5,19000000.0,0,1307,51.0,630.0,3206,822.0,1822,948.0,4030,4324,11
6.4,19000000.0,3,139,14.0,356.0,2525,547.0,1155,3000.0,1697,4094,2
6.7,19000000.0,3,1477,75.0,102.0,2394,134.0,1998,617.0,3609,1131,6
6.3,23000000.0,0,1983,31.0,562.0,3417,2000.0,2844,2000.0,2146,5519,5
5.7,19000000.0,2,568,22.0,0.0,1437,0.0,726,2.0,1009,2,19
6.3,19000000.0,0,943,500.0,530.0,2824,1000.0,5202,12000.0,2567,14579,4
6.0,19000000.0,0,258,15.0,16000.0,1458,17000.0,151,87000.0,979,120797,10
7.7,19000000.0,0,1383,0.0,836.0,3741,11000.0,702,12000.0,3085,25489,13
6.2,15000000.0,0,1238,0.0,233.0,1152,529.0,3335,654.0,6218,1876,7
7.7,18500000.0,0,309,0.0,551.0,500,693.0,4737,40000.0,1619,43105,11
6.4,18500000.0,1,1257,0.0,985.0,356,2000.0,4336,3000.0,2031,7252,19
6.4,18000000.0,0,1210,89.0,329.0,5800,798.0,1213,920.0,6077,2771,5
6.9,18000000.0,1,1914,55.0,360.0,4954,424.0,5640,789.0,4830,2085,5
7.3,18000000.0,3,1674,545.0,697.0,6200,11000.0,1898,15000.0,5520,28018,13
7.3,18000000.0,0,668,119.0,6.0,6189,165.0,646,332.0,1425,505,5
6.2,18000000.0,1,790,126.0,584.0,1326,788.0,3650,2000.0,686,4380,2
6.6,17000000.0,3,487,12000.0,643.0,2305,664.0,1662,12000.0,1961,14762,0
6.7,20000000.0,1,118,301.0,457.0,1629,539.0,1048,1000.0,1385,2759,10
5.7,17000000.0,0,1748,31.0,489.0,2611,489.0,1567,1000.0,391,2604,5
3.1,16000000.0,1,287,179.0,734.0,2174,1000.0,5992,12000.0,3085,15044,10
6.3,17000000.0,1,1499,15.0,172.0,5789,552.0,1123,723.0,840,1615,13
5.7,18000000.0,1,1223,8.0,521.0,5349,656.0,5910,748.0,4674,3956,13
7.1,18000000.0,0,866,72.0,566.0,3920,624.0,2918,1000.0,6157,3151,13
7.0,17000000.0,1,1573,116.0,481.0,1724,503.0,3584,8000.0,1728,10557,5
6.1,18000000.0,1,33,52.0,261.0,4849,312.0,794,567.0,201,2259,5
6.6,21000000.0,3,898,42.0,557.0,2517,569.0,3740,975.0,4970,3567,5
7.8,15000000.0,0,575,323.0,794.0,4802,1000.0,4823,1000.0,3675,4223,7
8.3,18000000.0,0,781,869.0,521.0,4355,670.0,3477,692.0,6066,3076,4
3.9,20000000.0,1,536,29.0,458.0,275,690.0,2298,2000.0,414,4867,7
7.0,17000000.0,1,1646,70.0,625.0,28,1000.0,391,2000.0,4336,5032,5
6.7,18000000.0,1,1634,22.0,148.0,2647,171.0,5173,727.0,4813,1310,2
7.3,19800000.0,0,943,500.0,555.0,1136,559.0,3102,1000.0,2526,3261,12
6.3,18000000.0,1,983,0.0,805.0,2414,899.0,1320,12000.0,3085,14672,13
7.8,18000000.0,0,1947,0.0,529.0,2583,6000.0,4955,15000.0,63,21668,2
7.3,18000000.0,1,1266,11000.0,218.0,4675,268.0,757,594.0,4657,1353,13
7.6,15000000.0,0,764,521.0,64.0,3191,68.0,2589,97.0,296,313,10
5.3,25000000.0,1,36,23.0,582.0,566,1000.0,5772,2000.0,5032,4868,13
7.9,18000000.0,0,1904,380.0,2000.0,2493,11000.0,3865,18000.0,3154,32930,17
5.3,18000000.0,1,1569,8.0,341.0,5507,456.0,2266,844.0,2125,2653,5
6.8,1000000.0,0,1471,0.0,606.0,3935,826.0,931,2000.0,5355,4877,7
7.1,18000000.0,3,1979,80.0,723.0,840,795.0,825,2000.0,5493,5024,20
7.2,18000000.0,0,250,0.0,191.0,5775,559.0,3102,643.0,3577,2032,6
5.8,18000000.0,0,1770,62.0,59.0,737,258.0,1503,390.0,5803,727,13
5.8,18000000.0,3,1580,130.0,406.0,3250,476.0,236,691.0,1915,2481,11
8.3,18000000.0,0,1253,17000.0,356.0,6173,394.0,1199,22000.0,1547,23008,21
5.6,18000000.0,1,508,7.0,827.0,2667,980.0,6030,2000.0,1036,4947,13
6.8,18000000.0,1,1757,272.0,124.0,415,144.0,4369,155.0,2355,605,12
5.0,18000000.0,3,110,64.0,637.0,6123,720.0,5322,808.0,5169,5734,5
7.6,18000000.0,0,61,0.0,223.0,3258,642.0,127,11000.0,5542,11984,10
6.7,18000000.0,3,1266,11000.0,975.0,3371,11000.0,1898,11000.0,5626,23283,5
6.7,18000000.0,1,1739,13.0,111.0,4367,220.0,5399,757.0,4803,1201,13
5.7,17000000.0,1,1579,24.0,85.0,3208,566.0,3920,10000.0,5625,10691,5
5.2,18000000.0,3,241,38.0,362.0,2740,632.0,3772,17000.0,6250,18711,1
7.5,18000000.0,0,558,34.0,1000.0,2526,4000.0,5802,16000.0,3493,21622,13
7.2,30000000.0,0,61,0.0,816.0,831,13000.0,3296,14000.0,5118,28933,21
5.3,18000000.0,1,785,0.0,529.0,3335,800.0,1716,946.0,2040,4072,5
6.5,18000000.0,0,1825,44.0,729.0,2133,904.0,4649,12000.0,2567,16004,13
5.0,18000000.0,3,984,28.0,102.0,1805,262.0,3812,372.0,3971,927,14
6.1,18000000.0,0,936,128.0,1000.0,844,2000.0,5355,11000.0,5391,14995,13
7.4,18000000.0,0,1077,0.0,101.0,3548,376.0,2674,517.0,3027,1067,12
4.4,18000000.0,1,246,31.0,179.0,3901,193.0,1604,210.0,1180,676,14
7.5,18000000.0,0,1301,0.0,177.0,5691,223.0,3258,805.0,2414,1466,13
5.7,18000000.0,1,961,0.0,197.0,3912,341.0,516,712.0,850,1673,2
5.5,18000000.0,3,11,6.0,371.0,2190,422.0,2426,723.0,840,2368,5
7.1,18000000.0,0,907,109.0,202.0,2123,204.0,5251,405.0,2508,847,5
5.9,17000000.0,0,661,213.0,45.0,4160,67.0,4225,567.0,410,711,2
6.7,18000000.0,3,869,25.0,94.0,3050,115.0,1602,1000.0,5389,1263,11
7.0,13000000.0,0,1243,97.0,231.0,1430,416.0,6142,577.0,3390,1341,13
7.9,18000000.0,0,1485,13000.0,940.0,2894,13000.0,5068,40000.0,1619,56585,13
6.9,18000000.0,1,897,655.0,405.0,89,14000.0,5118,24000.0,466,39307,13
7.3,20000000.0,0,83,44.0,9.0,3367,12.0,2914,627.0,1275,653,11
7.3,18000000.0,0,1324,0.0,1000.0,1385,18000.0,3885,27000.0,1933,46944,10
3.5,20000000.0,3,132,379.0,251.0,1921,278.0,315,456.0,2266,1356,0
7.8,18000000.0,1,1521,0.0,401.0,5943,591.0,704,597.0,3714,1645,13
6.7,18000000.0,1,695,337.0,201.0,1988,820.0,3148,4000.0,2989,5671,10
6.4,18000000.0,0,1266,11000.0,922.0,5405,944.0,120,11000.0,5626,14843,2
7.1,18000000.0,0,841,6.0,212.0,645,14000.0,1521,25000.0,2088,39463,13
7.8,12000000.0,0,613,0.0,16.0,2946,43.0,3952,63.0,2468,167,13
5.9,2700000.0,0,1482,28.0,415.0,3625,695.0,2461,1000.0,117,2319,2
7.2,18000000.0,0,942,154.0,576.0,5793,783.0,485,1000.0,2102,4094,13
5.1,18000000.0,0,435,34.0,394.0,5137,551.0,2366,663.0,3532,2215,13
5.5,18000000.0,3,1316,157.0,32.0,121,35.0,3408,84.0,1932,198,10
6.2,11350000.0,0,1589,0.0,353.0,2361,578.0,2751,854.0,3018,2705,2
7.2,3500000.0,0,1238,0.0,83.0,522,177.0,5368,1000.0,3333,1592,7
5.2,18000000.0,0,1914,55.0,757.0,4803,872.0,5601,1000.0,5044,3212,14
6.7,14000000.0,0,1278,2.0,69.0,1565,306.0,6090,805.0,2514,1185,0
6.3,11000000.0,0,1905,78.0,720.0,3526,1000.0,5836,2000.0,208,4142,9
5.0,17900000.0,1,1580,130.0,183.0,2238,312.0,166,444.0,5231,1243,11
6.2,14000000.0,0,184,89.0,920.0,6077,2000.0,2223,22000.0,1547,25804,7
7.6,20000000.0,0,1695,99.0,778.0,3499,833.0,3128,15000.0,63,17584,5
5.3,18000000.0,0,714,512.0,413.0,1627,918.0,1826,11000.0,3351,13545,7
6.2,23000000.0,1,1721,209.0,129.0,2843,152.0,3724,158.0,2686,816,13
6.5,17500000.0,3,976,19.0,854.0,4842,979.0,5002,11000.0,5107,14385,14
8.1,17500000.0,1,1128,83.0,242.0,4200,460.0,5965,3000.0,5545,4142,13
6.3,24000000.0,0,766,87.0,280.0,1307,794.0,1828,866.0,5238,2124,13
4.4,17500000.0,3,584,148.0,170.0,5949,269.0,6147,549.0,5139,1373,4
4.6,18000000.0,0,1714,32.0,1000.0,911,1000.0,1201,13000.0,5764,16735,10
6.0,17500000.0,0,314,0.0,50.0,3384,67.0,1288,109.0,4450,245,10
7.6,17000000.0,1,954,448.0,83.0,1262,203.0,6105,482.0,305,956,19
8.4,18500000.0,0,261,0.0,604.0,793,626.0,5675,2000.0,2844,4228,11
7.9,17000000.0,3,8,165.0,244.0,5091,272.0,145,453.0,2568,1164,16
5.6,17000000.0,0,476,13.0,681.0,5938,4000.0,2999,45000.0,753,50284,12
6.5,17000000.0,0,847,42.0,613.0,716,756.0,427,839.0,1844,3627,5
7.5,12000000.0,0,336,729.0,284.0,48,306.0,146,912.0,5954,2170,5
6.3,17500000.0,0,1013,422.0,422.0,3913,459.0,5517,33000.0,912,35345,5
7.9,300000.0,0,1471,0.0,598.0,2206,742.0,4820,2000.0,5355,4400,10
7.9,31000000.0,1,313,611.0,576.0,351,643.0,5826,5000.0,1683,6229,17
5.1,17000000.0,3,450,9.0,503.0,922,636.0,5644,818.0,2074,2164,5
6.7,17000000.0,0,361,92.0,849.0,1098,886.0,4016,1000.0,4269,5306,5
6.7,17000000.0,0,353,248.0,968.0,2333,988.0,4079,16000.0,1458,19410,13
5.6,20000000.0,0,1376,52.0,298.0,5194,346.0,289,723.0,3460,1978,7
5.6,17000000.0,0,481,36.0,486.0,2777,580.0,4779,1000.0,730,3294,2
6.8,170000000.0,3,1952,364.0,1000.0,3068,10000.0,5625,12000.0,247,25549,0
6.2,17000000.0,1,1175,12.0,281.0,2678,357.0,4626,8000.0,1728,9271,5
5.6,17000000.0,1,1264,33.0,583.0,1058,976.0,4463,15000.0,927,17396,2
6.4,15000000.0,0,111,192.0,580.0,4779,1000.0,3333,1000.0,1755,4500,7
5.6,17000000.0,1,969,39.0,428.0,2626,517.0,5102,593.0,5982,2713,5
7.4,17000000.0,3,1318,51.0,89.0,4308,234.0,4151,427.0,3069,952,13
7.2,17000000.0,1,644,36.0,746.0,932,751.0,833,10000.0,5437,12676,2
4.9,34000000.0,1,1543,19.0,505.0,184,954.0,3998,973.0,1225,3344,2
7.5,17000000.0,0,62,0.0,244.0,5935,888.0,5686,989.0,5409,2365,13
4.8,17000000.0,1,1953,11.0,973.0,1225,982.0,5791,1000.0,4092,4060,7
3.1,4000000.0,1,1484,0.0,323.0,1969,400.0,6002,690.0,3844,2135,2
5.8,17000000.0,2,1442,11.0,142.0,1781,436.0,549,1000.0,5815,2020,5
6.7,17000000.0,0,1423,847.0,625.0,2198,960.0,3140,3000.0,5545,6317,1
6.8,9000000.0,0,233,117.0,86.0,6006,490.0,2728,715.0,204,1567,13
6.5,17000000.0,0,1408,201.0,58.0,4479,150.0,1670,394.0,5137,673,7
5.9,17000000.0,1,1664,80.0,399.0,4208,503.0,6247,567.0,201,2016,2
5.5,19000000.0,1,780,80.0,841.0,159,2000.0,5493,2000.0,1036,5992,5
3.6,17000000.0,3,1572,22.0,488.0,2695,593.0,6076,1000.0,1235,3007,18
7.4,17000000.0,0,1989,47.0,834.0,6116,979.0,5002,23000.0,5809,27381,1
3.0,17000000.0,1,1836,3.0,161.0,5895,193.0,1604,400.0,1653,805,11
7.6,16000000.0,1,1398,168.0,96.0,5907,979.0,3316,3000.0,561,4210,10
6.4,17000000.0,3,166,4.0,60.0,1660,537.0,862,634.0,776,1262,7
6.9,17000000.0,0,947,541.0,71.0,2377,96.0,2562,214.0,1242,409,13
6.6,17000000.0,0,1242,30.0,55.0,4634,287.0,3268,14000.0,834,14492,1
5.5,17000000.0,0,719,219.0,215.0,735,876.0,1938,1000.0,5473,2340,0
6.6,11000000.0,3,985,0.0,168.0,4763,262.0,5344,677.0,1981,1364,19
5.2,17000000.0,3,297,22.0,255.0,5792,642.0,4115,669.0,3233,1769,0
4.1,17000000.0,1,289,57.0,62.0,725,152.0,4271,465.0,3322,730,7
6.8,16500000.0,1,1925,6.0,165.0,683,2000.0,5355,3000.0,5697,5433,2
6.5,16800000.0,0,1591,30.0,260.0,4397,3000.0,469,21000.0,2413,25173,2
7.6,16000000.0,1,1398,168.0,96.0,5907,979.0,3316,3000.0,561,4210,13
7.4,15000000.0,0,1460,0.0,168.0,3603,508.0,5435,826.0,931,1607,13
7.7,16500000.0,3,1301,0.0,1000.0,1385,14000.0,5118,25000.0,1499,41059,13
7.1,16500000.0,3,980,11.0,281.0,5544,838.0,4958,11000.0,5107,12554,13
6.3,16500000.0,1,1381,18.0,433.0,5585,701.0,2860,714.0,6001,2785,2
7.6,15000000.0,0,1339,26.0,385.0,3310,624.0,5854,638.0,3170,2282,13
8.0,16400000.0,3,276,608.0,1000.0,3185,1000.0,308,49000.0,3356,51609,13
7.3,16000000.0,1,126,137.0,481.0,3629,854.0,1149,879.0,5361,2985,5
7.6,16000000.0,0,961,0.0,62.0,2707,73.0,3447,227.0,6061,485,5
7.8,16000000.0,0,669,0.0,359.0,2420,617.0,3609,844.0,1096,2330,13
6.5,15600000.0,0,778,480.0,486.0,2777,490.0,2279,1000.0,4380,3889,5
6.4,16000000.0,0,1265,48.0,35.0,5090,255.0,3654,23000.0,5809,23369,5
8.0,15000000.0,1,135,405.0,628.0,3147,897.0,111,996.0,2142,4606,13
4.8,16000000.0,1,1429,687.0,389.0,649,787.0,2970,10000.0,271,12183,19
7.8,16000000.0,1,911,0.0,559.0,3102,13000.0,5068,13000.0,5764,27911,2
5.9,16000000.0,0,945,473.0,597.0,4928,4000.0,5242,20000.0,2786,26402,7
5.4,18500000.0,1,1606,19.0,107.0,1052,118.0,4027,241.0,5529,824,13
3.3,16000000.0,3,1866,11.0,499.0,4557,521.0,5349,911.0,5151,3058,5
8.2,13500000.0,0,1037,0.0,250.0,602,269.0,156,634.0,3881,1322,6
5.4,35000000.0,3,649,14.0,635.0,3092,1000.0,2712,1000.0,4546,4194,14
6.4,16000000.0,0,529,309.0,522.0,872,881.0,5203,939.0,5758,3107,10
4.8,16000000.0,1,374,26.0,638.0,3170,1000.0,5704,3000.0,393,5349,10
5.9,17700000.0,1,1821,29.0,459.0,170,593.0,1904,861.0,3994,2543,11
5.5,15000000.0,0,1016,23.0,51.0,3427,67.0,4359,633.0,4432,874,1
7.9,8000000.0,0,144,1000.0,108.0,141,115.0,149,175.0,245,485,5
4.9,16500000.0,1,1235,15.0,650.0,1154,680.0,5784,851.0,4963,3485,5
7.2,15500000.0,1,1266,11000.0,252.0,310,581.0,5274,19000.0,744,19894,13
6.7,20000000.0,0,1828,24.0,851.0,4963,1000.0,6119,15000.0,5955,18786,5
5.3,16000000.0,1,618,7.0,95.0,679,240.0,108,3000.0,2720,3451,2
7.2,16000000.0,1,406,7.0,450.0,978,787.0,2313,835.0,2676,2572,13
5.1,16000000.0,0,191,45.0,271.0,1064,396.0,2853,24000.0,466,24805,5
5.6,16000000.0,1,493,22.0,324.0,989,2000.0,5355,8000.0,1728,11078,12
7.6,16000000.0,3,1266,11000.0,233.0,14,410.0,3545,854.0,1149,1653,5
3.1,16000000.0,1,287,179.0,734.0,2174,1000.0,5992,12000.0,3085,15044,19
7.2,16000000.0,1,727,47.0,238.0,873,541.0,331,21000.0,3186,22088,13
5.7,16000000.0,1,1658,6.0,258.0,5692,326.0,1205,812.0,1954,1882,2
5.2,20000000.0,1,1760,121.0,384.0,5353,3000.0,2720,11000.0,1898,14677,5
7.7,26000000.0,1,1052,438.0,372.0,3971,15000.0,5520,18000.0,3154,33865,13
7.0,16000000.0,0,1389,9.0,363.0,4236,380.0,3583,599.0,5445,2389,10
4.9,16000000.0,3,1143,38.0,316.0,1107,416.0,2264,940.0,2894,1945,10
6.0,15000000.0,0,1923,28.0,215.0,4368,403.0,1530,555.0,1411,1227,5
6.6,16000000.0,1,1266,11000.0,642.0,127,650.0,1154,11000.0,5626,12766,2
6.8,15000000.0,0,1120,89.0,322.0,5664,852.0,3319,1000.0,5237,2518,4
7.2,16000000.0,0,1116,85.0,186.0,2576,309.0,3563,1000.0,3372,1852,11
7.2,16000000.0,0,368,369.0,295.0,6018,418.0,17,1000.0,3244,1889,13
2.8,16000000.0,1,710,34.0,465.0,853,489.0,4399,503.0,3584,3100,1
6.6,16000000.0,0,1506,115.0,310.0,4772,316.0,5458,10000.0,2677,11019,13
6.7,16000000.0,1,1435,133.0,258.0,5354,708.0,2500,898.0,3796,2096,2
7.0,20000000.0,0,61,0.0,888.0,4263,1000.0,1443,3000.0,4966,5056,13
4.4,16000000.0,0,417,29.0,618.0,2200,881.0,5203,939.0,5758,3935,5
6.2,15000000.0,0,944,6.0,227.0,2277,304.0,864,10000.0,5232,11091,13
7.3,13000000.0,3,446,929.0,116.0,5925,289.0,4316,488.0,2509,943,13
5.1,16000000.0,1,1636,143.0,613.0,3981,945.0,4328,1000.0,309,3086,7
8.1,16000000.0,2,806,529.0,805.0,2414,884.0,2656,1000.0,5546,4453,18
6.7,16000000.0,0,967,22.0,44.0,4924,170.0,2653,5000.0,855,5273,10
6.6,16000000.0,0,1505,0.0,567.0,274,596.0,5796,883.0,4574,2896,9
4.5,15600000.0,1,1200,10.0,574.0,5233,578.0,2621,890.0,2969,3104,2
5.9,15500000.0,0,688,7.0,922.0,5405,1000.0,2602,1000.0,5772,4329,10
6.6,15300000.0,0,395,7.0,17.0,3735,46.0,5447,235.0,2075,303,5
6.5,15500000.0,0,156,571.0,102.0,4834,298.0,5489,499.0,604,1120,7
7.3,14000000.0,0,902,102.0,383.0,2744,605.0,1614,901.0,1085,3464,1
7.5,18000000.0,3,785,0.0,925.0,2587,1000.0,253,3000.0,5697,7521,5
5.9,11000000.0,3,487,12000.0,801.0,1800,875.0,2258,19000.0,4713,21499,13
7.4,22000000.0,3,141,521.0,481.0,3629,521.0,1677,13000.0,5068,14701,5
6.9,15000000.0,3,755,12000.0,555.0,4215,1000.0,1748,10000.0,849,13069,2
7.9,15000000.0,1,1301,0.0,5.0,2903,21.0,700,103.0,6171,129,14
8.4,15000000.0,0,842,0.0,158.0,5223,828.0,806,18000.0,6235,19078,13
8.0,15000000.0,0,1708,0.0,520.0,130,1000.0,348,14000.0,1521,15732,2
6.0,15000000.0,3,600,425.0,247.0,3101,384.0,5353,742.0,3404,2151,1
6.8,15500000.0,1,1273,4.0,882.0,5841,13000.0,1771,17000.0,6250,30978,2
7.8,15000000.0,1,1088,14000.0,271.0,5727,581.0,804,852.0,2242,2592,13
6.1,100000000.0,1,624,335.0,635.0,2359,744.0,3173,11000.0,3865,13390,13
8.1,14000000.0,1,1124,77.0,305.0,1501,393.0,4732,19000.0,1632,20295,6
6.1,10000000.0,0,1925,6.0,271.0,1054,745.0,2543,1000.0,280,2419,6
6.2,15000000.0,3,1987,87.0,569.0,3740,975.0,4970,17000.0,151,20154,5
6.2,20000000.0,1,733,127.0,250.0,2933,340.0,6118,1000.0,2044,1949,19
7.9,300000.0,0,1471,0.0,598.0,2206,742.0,4820,2000.0,5355,4400,7
7.4,15000000.0,0,1095,11000.0,624.0,5711,695.0,2461,816.0,2283,3617,11
6.6,15000000.0,0,1649,79.0,27.0,5759,38.0,4014,925.0,2833,1018,5
7.3,9800000.0,1,1537,350.0,39.0,603,48.0,3446,326.0,395,486,13
7.5,15000000.0,3,1485,13000.0,217.0,5620,692.0,6066,925.0,2587,1953,5
5.6,15000000.0,1,482,0.0,607.0,1558,721.0,2114,2000.0,5599,6510,5
